Date,c1,c2,A,B,switch,c1_ret,c2_ret,rollex_ret,rollex_px
2023-11-01,159.8,158.85,1,0,0,-0.04482964734010764,-0.03668890236506983,-0.04482964734010764,132.12558657124626
2023-11-02,165.35,163.85,1,0,0,0.034730913642052386,0.031476235442241096,0.034730913642052386,136.71442890835772
2023-11-03,170.9,169.15,1,0,0,0.03356516480193528,0.032346658529142536,0.03356516480193528,141.30327124546923
2023-11-06,173.7,171.7,0,1,0,0.016383850204797934,0.015075376884422065,0.015075376884422065,143.4334713144964
2023-11-07,170.75,169.5,0,1,0,-0.016983304548071287,-0.012813046010483387,-0.012813046010483387,141.5956516471004
2023-11-08,174.35,172.1,0,1,0,0.02108345534407019,0.015339233038347944,0.015339233038347944,143.767620344932
2023-11-09,178.8,174.2,0,1,0,0.025523372526527144,0.01220220801859373,0.01220220801859373,145.52190275471906
2023-11-10,174.5,170.55,0,1,0,-0.024049217002237167,-0.020952927669345423,-0.020952927669345423,142.47279285199394
2023-11-13,178.65,173.2,0,1,0,0.023782234957020032,0.015537965406039245,0.015537965406039245,144.68653017863002
2023-11-14,176.45,171.4,0,1,0,-0.012314581584103035,-0.010392609699768962,-0.010392609699768962,143.18285954166967
2023-11-15,180.8,175.15,0,1,0,0.02465287616888645,0.0218786464410734,0.0218786464410734,146.31550670200374
2023-11-16,176.1,171.2,0,1,0,-0.025995575221239076,-0.02255209820154158,-0.02255209820154158,143.01578502645185
2023-11-17,170.95,166.65,0,1,0,-0.029244747302669016,-0.02657710280373826,-0.02657710280373826,139.21483980524653
2023-11-20,177.9,171.15,0,1,0,0.04065516232816613,0.027002700270027047,0.027002700270027047,142.97401639764743
2023-11-21,176.55,168.55,0,1,0,-0.007588532883642474,-0.015191352614665421,-0.015191352614665421,140.80204769981583
2023-11-22,178.65,169.05,0,1,0,0.011894647408666081,0.0029664787896765965,0.0029664787896765965,141.21973398786037
2023-11-24,178.65,168.15,0,1,0,0.0,-0.0053238686779060185,-0.0053238686779060185,140.46789866938016
2023-11-27,179.7,169.05,0,1,0,0.005877413937867226,0.00535236396074934,0.00535236396074934,141.21973398786034
2023-11-28,183.65,173.1,0,1,0,0.02198107957707296,0.02395740905057675,0.02395740905057675,144.60299292102113
2023-11-29,182.1,172.7,0,1,0,-0.008439967329158748,-0.0023108030040439598,-0.0023108030040439598,144.26884389058552
2023-11-30,195.0,184.7,0,1,0,0.07084019769357508,0.06948465547191662,0.06948465547191662,154.29331480365457
2023-12-01,193.9,184.35,0,1,0,-0.005641025641025643,-0.0018949648077963843,-0.0018949648077963843,154.0009344020234
2023-12-04,188.9,179.4,0,1,0,-0.02578648788035065,-0.026851098454027555,-0.026851098454027555,149.8658401503824
